"a";"laltitude";"longitude";"speed";"speedAcc";"direction";"directAcc";"vilocity";"x";"y";"z";"mark";"created_at"
"1";"36.6875";"3.00272";"0";"0";"0";"0";"0.156594";"1.73819";"4.19823";"8.84538";"0";"1598414194939"
"2";"36.6806";"3.01818";"2.11";"2.31141";"219";"0.792576";"0.0435591";"2.55581";"5.81552";"6.15908";"0";"1598414196454"
"3";"36.6804";"3.01824";"3.28412";"1.0102";"206.279";"0.280006";"0.0404095";"1.37068";"5.09247";"9.46428";"0";"1598414197481"
"4";"36.6804";"3.01823";"2.93057";"0.82201";"209.524";"0.27894";"0.0164406";"2.52708";"5.92804";"7.53216";"0";"1598414198638"
"5";"36.6804";"3.01822";"2.67296";"0.808022";"216.862";"0.274708";"0.0235596";"0.174777";"5.51145";"7.72609";"0";"1598414199433"
"6";"36.6803";"3.01821";"2.61049";"0.848116";"194.183";"0.288023";"0.0369444";"0.752976";"6.89889";"8.30429";"0";"1598414200340"
"7";"36.6803";"3.01822";"2.67767";"0.906035";"176.977";"0.297508";"0.016781";"1.12408";"6.29076";"6.46315";"0";"1598414201329"
"8";"36.6803";"3.01822";"2.50809";"0.955249";"174.097";"0.31975";"0.0181068";"1.86748";"6.60081";"6.98628";"0";"1598414202337"
"9";"36.6802";"3.01824";"2.25974";"0.60959";"166.964";"0.201107";"0.0471847";"0.197522";"6.67982";"7.74405";"0";"1598414203304"
"10";"36.6802";"3.01826";"2.10384";"1.23822";"155.09";"0.553879";"0.0151185";"1.95846";"5.96037";"3.96121";"0";"1598414203745"
"11";"36.6802";"3.01828";"2.03536";"0";"218.071";"0";"0.0799263";"2.42413";"4.99311";"7.62434";"0";"1598414204735"
"12";"36.6802";"3.01827";"1.54891";"0";"134.252";"0";"0.0364912";"3.0143";"3.8822";"8.54012";"0";"1598414205137"
"13";"36.6802";"3.01829";"1.3812";"0";"33.5405";"0";"0.0409649";"0.517148";"5.13556";"9.89164";"0";"1598414205781"
"14";"36.6802";"3.01831";"2.1225";"0";"145.159";"0";"0.0444614";"0.183156";"6.0274";"6.31351";"0";"1598414206470"
"15";"36.6802";"3.01831";"2.50931";"0";"149.172";"0";"0.0842131";"0.7434";"6.71813";"5.64553";"0";"1598414206748"
"16";"36.6802";"3.01833";"3.01426";"0";"148.609";"0";"0.0800398";"1.05704";"7.3514";"7.27478";"0";"1598414207762"
"17";"36.6802";"3.01834";"2.91391";"0";"151.079";"0";"0.0437342";"3.51589";"6.17584";"5.93403";"0";"1598414207840"
"18";"36.6801";"3.01835";"2.81683";"0";"145.402";"0";"0.0283067";"-0.25618";"8.7963";"6.70736";"0";"1598414208749"
"19";"36.6801";"3.01837";"1.92969";"0";"152.158";"0";"0.062302";"-2.45765";"8.6311";"8.31746";"0";"1598414209733"
"20";"36.6801";"3.01837";"2.10542";"0";"151.703";"0";"0.0230945";"-0.661997";"6.21535";"5.58208";"0";"1598414210268"
"21";"36.6801";"3.01838";"2.16403";"0";"152.42";"0";"0.0413691";"-1.33716";"8.34978";"5.35224";"0";"1598414210745"
"22";"36.6801";"3.01839";"2.56028";"0";"141.786";"0";"0.0149186";"-0.209493";"6.36498";"10.0209";"0";"1598414211218"
"23";"36.6801";"3.0184";"2.68906";"0";"151.184";"0";"0.0161618";"-0.17358";"5.8203";"9.77313";"0";"1598414211800"
"24";"36.6801";"3.01841";"2.92169";"0";"154.814";"0";"0.192791";"0.888249";"5.41808";"8.51857";"0";"1598414212502"
"25";"36.6801";"3.01842";"2.88335";"0";"134.214";"0";"0.0474249";"-2.29245";"8.6311";"7.53695";"0";"1598414213101"
"26";"36.6801";"3.01843";"2.8858";"0";"122.513";"0";"0.0859866";"-0.535104";"7.19817";"4.95719";"0";"1598414213564"
"27";"36.68";"3.01844";"2.89456";"0";"133.345";"0";"0.0929355";"-1.99078";"10.6781";"5.76643";"0";"1598414214161"
"28";"36.68";"3.01846";"2.91206";"0";"137.621";"0";"0.0260859";"0.555455";"7.82784";"3.82833";"0";"1598414214741"
"29";"36.68";"3.01847";"2.13595";"0";"132.285";"0";"0.0772258";"-0.298078";"8.36055";"5.52941";"0";"1598414215316"
"30";"36.68";"3.01848";"1.97564";"0";"129.716";"0";"0.0193392";"1.65679";"7.05212";"3.67749";"0";"1598414215740"
"31";"36.68";"3.01849";"2.17596";"0";"133.852";"0";"0.0251755";"1.00317";"6.86777";"3.37582";"0";"1598414216791"
"32";"36.68";"3.0185";"2.84245";"0";"134.661";"0";"0.198175";"0.180762";"6.67743";"3.64757";"0";"1598414217098"
"33";"36.68";"3.01851";"3.24814";"0";"131.308";"0";"0.0387717";"0.840365";"8.18099";"6.00466";"0";"1598414217843"
"34";"36.68";"3.01852";"2.3474";"0";"133.44";"0";"0.0428813";"1.49877";"6.10881";"5.24929";"0";"1598414218055"
"35";"36.68";"3.01853";"2.08595";"0";"131.087";"0";"0.00747129";"-1.81959";"7.64708";"5.86819";"0";"1598414218509"
"36";"36.68";"3.01854";"2.23614";"0";"120.09";"0";"0.0285556";"-0.617704";"6.32548";"4.20901";"0";"1598414218982"
"37";"36.68";"3.01855";"2.35171";"0";"116.693";"0";"0.0225999";"-0.372298";"7.47111";"7.32626";"0";"1598414219643"
"38";"36.68";"3.01856";"2.40111";"0";"123.605";"0";"0.0336741";"-2.02071";"6.56011";"6.25485";"0";"1598414220093"
"39";"36.6799";"3.01858";"2.43018";"0";"131.365";"0";"0.0291523";"-0.823605";"5.72813";"8.53054";"0";"1598414220758"
"40";"36.6799";"3.01859";"2.59442";"0";"133.654";"0";"0.0269339";"-0.117316";"6.95755";"7.3083";"0";"1598414221743"
"41";"36.6799";"3.01861";"2.31711";"0";"137.207";"0";"0.0125584";"-1.71305";"5.99748";"6.27161";"0";"1598414222738"
"42";"36.6799";"3.01862";"2.25348";"0";"126.435";"0";"0.0178765";"-0.639252";"7.5573";"5.58088";"0";"1598414222835"
"43";"36.6799";"3.01863";"2.23142";"0";"119.779";"0";"0.0538352";"0.445322";"5.40252";"7.32027";"0";"1598414223680"
"44";"36.6799";"3.01864";"2.27459";"0";"123.649";"0";"0.0442095";"-0.472855";"5.58567";"6.51103";"0";"1598414224133"
"45";"36.6799";"3.01865";"2.29137";"0";"128.528";"0";"0.0538755";"-3.54342";"4.46279";"7.02938";"0";"1598414224814"
"46";"36.6799";"3.01867";"2.64342";"0";"123.203";"0";"0.0260774";"-3.80319";"4.7896";"9.4966";"0";"1598414225555"
"47";"36.6799";"3.01869";"1.69031";"0";"111.76";"0";"0.0105208";"-2.41814";"6.17465";"8.52695";"0";"1598414226626"
"48";"36.6799";"3.0187";"2.15497";"0";"138.201";"0";"0.017253";"0.447716";"4.34667";"7.09641";"0";"1598414227203"
"49";"36.6799";"3.01871";"2.34233";"0";"141.725";"0";"0.043145";"1.01514";"6.15549";"4.52384";"0";"1598414227733"
"50";"36.6799";"3.01872";"2.92919";"0";"149.41";"0";"0.0535295";"2.72819";"6.13275";"5.33787";"0";"1598414228703"
"51";"36.6798";"3.01872";"2.36582";"0";"141.848";"0";"0.0376159";"1.85192";"5.45519";"6.53378";"0";"1598414229221"
"52";"36.6798";"3.01873";"2.22455";"0";"138.589";"0";"0.0296012";"0.70629";"4.7058";"6.53258";"0";"1598414229753"
"53";"36.6798";"3.01874";"3.18314";"0";"137.126";"0";"0.0290548";"3.29442";"4.6663";"8.19416";"0";"1598414230311"
"54";"36.6798";"3.01875";"3.6994";"0";"135.592";"0";"0.587367";"20.6799";"7.70215";"15.3085";"0";"1598414230750"
"55";"36.6798";"3.01876";"2.77511";"0";"134.337";"0";"0.0669098";"-0.459687";"6.30992";"7.39689";"0";"1598414231257"
"56";"36.6798";"3.01877";"2.57401";"0";"133.176";"0";"0.0582145";"0.885855";"4.08092";"7.25443";"0";"1598414231752"
"57";"36.6798";"3.01877";"2.55046";"0";"132.089";"0";"0.0696671";"-2.71263";"5.77362";"6.88453";"0";"1598414232323"
"58";"36.6798";"3.01878";"2.5531";"0";"132.272";"0";"0.09653";"-1.56222";"5.27921";"7.55131";"0";"1598414232763"
"59";"36.6798";"3.01879";"2.72846";"0";"133.13";"0";"0.0305134";"-0.885855";"6.57568";"11.0576";"0";"1598414233753"
"60";"36.6798";"3.0188";"3.10823";"0";"134.032";"0";"0.0202637";"0.858321";"4.88058";"9.12909";"0";"1598414233980"
"61";"36.6798";"3.0188";"3.42867";"0";"141.318";"0";"0.0334929";"1.3635";"6.2369";"7.25683";"0";"1598414234544"
"62";"36.6798";"3.01881";"3.0773";"0";"148.394";"0";"0.00841488";"0.645237";"6.60919";"6.92044";"0";"1598414235027"
"63";"36.6797";"3.01881";"2.82932";"0";"154.676";"0";"0.0211633";"0.246603";"5.56173";"7.69137";"0";"1598414235751"
